tweet_id,text,created_at,lang,user_id_hashed,retweet_count,like_count,comment_count,is_reply,reply_to_id,is_retweet,is_quote,urls,hashtags,mentions,media,text_cleaned,text_length,word_count,urls_count,hashtags_count,mentions_count,media_count,date,hour,day_of_week,total_engagement
1843669355395199039,"showhyuk unit pleaseeee
#shownu #MINHYUK",2024-10-08 15:06:00,en,36f111be52d9886c,0,1,0,False,,False,False,[],"[""#shownu"", ""#MINHYUK""]",[],[],showhyuk unit pleaseeee shownu minhyuk,38,5,0,2,0,0,2024-10-08,15,Tuesday,1
1841826995593744625,#Shownu is there a shownuxminhyuk unit? #MONSTA_X,2024-10-03 13:05:00,en,36f111be52d9886c,0,0,0,False,,False,False,[],"[""#Shownu"", ""#MONSTA_X""]",[],[],shownu is there a shownuxminhyuk unit? monstax,46,7,0,2,0,0,2024-10-03,13,Thursday,0
1680541773280563200,"Two favorites in one vid, any eng sub? 
#shownu #seolinah
piped.video/watch?v=i6gnpRKM…",2023-07-16 11:35:00,en,36f111be52d9886c,0,1,0,False,,False,False,"[""https://piped.video/watch?v=i6gnpRKMG1c&t=154s&ab_channel=%EB%B0%B1%EB%A7%8C%EB%B7%B0""]","[""#shownu"", ""#seolinah""]",[],[],"two favorites in one vid, any eng sub? shownu seolinah piped.videowatch?vi6gnprkm...",84,11,1,2,0,0,2023-07-16,11,Sunday,1
1670622738334232576,"Face cards.
 #셔누 #SHOWNU #SHOWNUDAY #SeolInAh",2023-06-19 02:41:00,en,36f111be52d9886c,1,2,0,False,,False,False,[],"[""#셔누"", ""#SHOWNU"", ""#SHOWNUDAY"", ""#SeolInAh""]",[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FFy89VfwagAEmUUM.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}, {""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FFy8-CuZaMAERRcl.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]",face cards. shownu shownuday seolinah,37,5,0,4,0,2,2023-06-19,2,Monday,3
1660465506518994944,"'팬들의 에너지를 느낄 때가 가장 행복한 순간이죠.' 

왜 몬스타엑스로 활동하는가에 대한 답은 팬들을 만날 때면 선명해집니다. 새로운 호흡과 보폭 그리고 마음가짐. 과거도, 미래도 아닌 지금 이 순간의 셔누 

▶️vogue.co.kr/?ddw=141403",2023-05-22 02:00:00,ko,36f111be52d9886c,0,12428,153,False,,True,False,"[""http://vogue.co.kr/?ddw=141403""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FFwshM11aUAAy8cl.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}, {""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FFwshNmeacAAt4bS.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","' .' . . , vogue.co.kr?ddw141403",32,6,1,0,0,2,2023-05-22,2,Monday,12581
1642172476473090048,"Every data science concept and tool is explained from scratch in this kaggle notebook repo🔥

If you are a beginner in data science then I can't recommend enough to start with this tutorial series.
kaggle.com/code/kanncaa1/dat…",2023-04-01 14:30:00,en,36f111be52d9886c,0,625,6,False,,True,False,"[""https://www.kaggle.com/code/kanncaa1/data-sciencetutorial-for-beginners""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FFsorKboaYAAkCTD.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]",every data science concept and tool is explained from scratch in this kaggle notebook repo if you are a beginner in data science then i can't recommend enough to start with this tutorial series. kaggle.comcodekanncaa1dat...,223,35,1,0,0,1,2023-04-01,14,Saturday,631
1636520270906425346,"#APRICOT2023 through the eyes of the @ApnicFoundation's Switch! program participants:
blog.apnic.net/2023/03/17/ap…",2023-03-17 00:10:00,en,36f111be52d9886c,0,3,0,False,,True,False,"[""https://blog.apnic.net/2023/03/17/apricot-2023-through-the-eyes-of-switch-participants/""]","[""#APRICOT2023""]",[],[],apricot2023 through the eyes of the 's switch! program participants blog.apnic.net20230317ap...,95,11,1,1,0,0,2023-03-17,0,Friday,3
1614840139666313217,"svotd (shownu variety show of the day): video star #셔누 

alternately titled: shownu just wanting to promote dramarama in peace on his first solo talk show appearance only to end up fighting for his life",2023-01-16 04:21:00,en,36f111be52d9886c,0,534,2,False,,True,False,[],"[""#셔누""]",[],[],svotd shownu variety show of the day video star alternately titled shownu just wanting to promote dramarama in peace on his first solo talk show appearance only to end up fighting for his life,192,34,0,1,0,0,2023-01-16,4,Monday,536
1576762779079348225,MONDAY MOTIVATION BY MIMIYUUUH! You’re welcome po! 🦖🦖🦖,2022-10-03 02:35:00,en,36f111be52d9886c,0,37116,291,False,,True,False,[],[],[],[],monday motivation by mimiyuuuh! youre welcome po!,49,7,0,0,0,0,2022-10-03,2,Monday,37407
1450837515032686596,timeline cleanse,2021-10-20 14:53:00,ro,36f111be52d9886c,0,13102,42,False,,True,False,[],[],[],[],timeline cleanse,16,2,0,0,0,0,2021-10-20,14,Wednesday,13144
1412413805473247237,Kapag lumabas yung #PanggaRemix bukas sa birthday ni Jah e di happy. Eyyy haha #KENTIN,2021-07-06 14:11:00,tl,36f111be52d9886c,0,0,0,False,,False,True,[],"[""#PanggaRemix"", ""#KENTIN""]",[],[],kapag lumabas yung panggaremix bukas sa birthday ni jah e di happy. eyyy haha kentin,84,15,0,2,0,0,2021-07-06,14,Tuesday,0
