tweet_id,text,created_at,lang,user_id_hashed,retweet_count,like_count,comment_count,is_reply,reply_to_id,is_retweet,is_quote,urls,hashtags,mentions,media,text_cleaned,text_length,word_count,urls_count,hashtags_count,mentions_count,media_count,date,hour,day_of_week,total_engagement
1719806327919157382,I suspect that Andrew Ng and Yann LeCun have missed the main reason why the big companies want regulations. Years ago the founder of a self-driving company told me that he liked safety regulations because if you satisfied them it reduced your legal liability for accidents.,2023-11-01 19:59:00,en,fef80054a121f531,259,2485,177,False,,False,False,[],[],[],[],i suspect that andrew ng and yann lecun have missed the main reason why the big companies want regulations. years ago the founder of a self-driving company told me that he liked safety regulations because if you satisfied them it reduced your legal liability for accidents.,273,46,0,0,0,0,2023-11-01,19,Wednesday,2921
1719406116503707668,Andrew Ng is claiming that the idea that AI could make us extinct is a big-tech conspiracy. A datapoint that does not fit this conspiracy theory is that I left Google so that I could speak freely about the existential threat.,2023-10-31 17:28:00,en,fef80054a121f531,490,4462,355,False,,False,False,[],[],[],[],andrew ng is claiming that the idea that ai could make us extinct is a big-tech conspiracy. a datapoint that does not fit this conspiracy theory is that i left google so that i could speak freely about the existential threat.,225,41,0,0,0,0,2023-10-31,17,Tuesday,5307
1719342298507403331,"As underwriters of tomorrow’s innovations, venture capital needs a framework for responsible AI investing. Today Radical Ventures is pleased to share its Responsible AI for Startups (RAIS) framework - an open source resource for investors evaluating investments in AI technologies developed in partnership with @VectorInst. radical.vc/underwriting-resp…",2023-10-31 13:15:00,en,fef80054a121f531,0,87,7,False,,True,False,"[""https://radical.vc/underwriting-responsible-ai-venture-capital-needs-a-framework-for-ai-investing/""]",[],[],[],"as underwriters of tomorrows innovations, venture capital needs a framework for responsible ai investing. today radical ventures is pleased to share its responsible ai for startups rais framework - an open source resource for investors evaluating investments in ai technologies developed in partnership with . radical.vcunderwriting-resp...",340,46,1,0,0,0,2023-10-31,13,Tuesday,94
1717967329202491707,"New paper:
managing-ai-risks.com
Companies are planning to train models with 100x more computation than today’s state of the art, within 18 months. No one knows how powerful they will be. And there’s essentially no regulation on what they’ll be able to do with these models.",2023-10-27 18:11:00,en,fef80054a121f531,698,3125,159,False,,False,False,"[""https://managing-ai-risks.com/""]",[],[],[],"new paper managing-ai-risks.com companies are planning to train models with 100x more computation than todays state of the art, within 18 months. no one knows how powerful they will be. and theres essentially no regulation on what theyll be able to do with these models.",270,45,1,0,0,0,2023-10-27,18,Friday,3982
1712171602610155745,It seems to me that @VayuRobotics is addressing a great market niche and their approach has fewer ethical problems than many other AI applications. I look forward to working with @nitishsr and his team. (3/3),2023-10-11 18:21:00,en,fef80054a121f531,16,237,18,False,,False,False,[],[],[],[],it seems to me that is addressing a great market niche and their approach has fewer ethical problems than many other ai applications. i look forward to working with and his team. 33,181,33,0,0,0,0,2023-10-11,18,Wednesday,271
1712171601150529649,"@VayuRobotics is designing light, low-speed robots for local deliveries. These robots have about 1% of the kinetic energy of a 50 mph car and a much shorter stopping distance, which makes it far easier to make them safe. (2/3)",2023-10-11 18:21:00,en,fef80054a121f531,16,240,11,False,,False,False,[],[],[],[],"is designing light, low-speed robots for local deliveries. these robots have about 1 of the kinetic energy of a 50 mph car and a much shorter stopping distance, which makes it far easier to make them safe. 23",208,38,0,0,0,0,2023-10-11,18,Wednesday,267
1712171599636435105,"Since leaving Google, I have received many requests to join the advisory boards of start-ups and, until now, I have declined them all. However, I have decided to join as an advisor for @VayuRobotics to work with @nitishsr again. vayurobotics.com/press-relea… (1/3)",2023-10-11 18:21:00,en,fef80054a121f531,156,1903,55,False,,False,False,"[""https://www.vayurobotics.com/press-releases/godfather-of-ai-geoffrey-hinton-joins-vayu-robotics-advisory-board""]",[],[],[],"since leaving google, i have received many requests to join the advisory boards of start-ups and, until now, i have declined them all. however, i have decided to join as an advisor for to work with again. vayurobotics.compress-relea... 13",238,39,1,0,0,0,2023-10-11,18,Wednesday,2114
1705266228942770359,"Oct 4th, 4pm ET: Join AI luminaries @geoffreyhinton  and @drfeifei in conversation with Radical's @JordanJacobs10 on building responsible AI systems and how their careers intersected at one of modern AI’s key inflection points. Sign-up here: lnkd.in/gqY3yjjU",2023-09-22 17:02:00,en,fef80054a121f531,0,123,12,False,,True,True,"[""https://lnkd.in/gqY3yjjU""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF6pLEtxbMAAl2wf.png%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","oct 4th, 4pm et join ai luminaries and in conversation with radical's on building responsible ai systems and how their careers intersected at one of modern ais key inflection points. sign-up here lnkd.ingqy3yjju",211,33,1,0,0,1,2023-09-22,17,Friday,135
1672000400889638912,"The University of Toronto made a video for a non technical audience in which I explain how deep learning works, the enormous promise of this technology and some of the potential risks.  piped.video/-9cW4Gcn5WY",2023-06-22 21:55:00,en,fef80054a121f531,492,1768,78,False,,False,False,"[""https://piped.video/-9cW4Gcn5WY""]",[],[],[],"the university of toronto made a video for a non technical audience in which i explain how deep learning works, the enormous promise of this technology and some of the potential risks. piped.video-9cw4gcn5wy",207,33,1,0,0,0,2023-06-22,21,Thursday,2338
1654474560962457601,"Dishonest CBC headline:
'Canada's AI pioneer Geoffrey Hinton says AI could wipe out humans. In the meantime, there's money to be made'. 
The second sentence was said by a journalist, not me, but you wouldn't know that.",2023-05-05 13:14:00,en,fef80054a121f531,832,6381,391,False,,False,False,[],[],[],[],"dishonest cbc headline 'canada's ai pioneer geoffrey hinton says ai could wipe out humans. in the meantime, there's money to be made'. the second sentence was said by a journalist, not me, but you wouldn't know that.",216,37,0,0,0,0,2023-05-05,13,Friday,7604
1652993570721210372,"In the NYT today, Cade Metz implies that I left Google so that I could criticize Google. Actually, I left so that I could talk about the dangers of AI without considering how this impacts Google. Google has acted very responsibly.",2023-05-01 11:09:00,en,fef80054a121f531,2904,15239,613,False,,False,False,[],[],[],[],"in the nyt today, cade metz implies that i left google so that i could criticize google. actually, i left so that i could talk about the dangers of ai without considering how this impacts google. google has acted very responsibly.",230,41,0,0,0,0,2023-05-01,11,Monday,18756
1652214366236803073,"Wondering about how to train deep neural networks without backprop? Check out our ICLR 2023 paper: arxiv.org/abs/2210.03310

Forward gradient computes gradient information from forward pass. But it is slow and noisy — it computes the directional gradient along a random weight perturbation. Gradient variance explodes with deeper and wider networks. 

Our key insight is to utilize local activity perturbation and we introduce a new architecture with many local losses throughout the network so that each loss is associated with a small number of weights.

Both supervised and self-supervised (contrastive) learning works. Much better than a lot of backprop-free methods on large scale problems.

Joint work with @geoffreyhinton @skornblith @lrjconan

Our ICLR poster will be presented on Tuesday May 2, in Kigali, Rwanda!",2023-04-29 07:32:00,en,fef80054a121f531,0,925,30,False,,True,False,"[""https://arxiv.org/abs/2210.03310""]",[],[],[],"wondering about how to train deep neural networks without backprop? check out our iclr 2023 paper arxiv.orgabs2210.03310 forward gradient computes gradient information from forward pass. but it is slow and noisy it computes the directional gradient along a random weight perturbation. gradient variance explodes with deeper and wider networks. our key insight is to utilize local activity perturbation and we introduce a new architecture with many local losses throughout the network so that each loss is associated with a small number of weights. both supervised and self-supervised contrastive learning works. much better than a lot of backprop-free methods on large scale problems. joint work with our iclr poster will be presented on tuesday may 2, in kigali, rwanda!",771,118,1,0,0,0,2023-04-29,7,Saturday,955
1636110447442112513,Reinforcement Learning by Human Feedback is just parenting for a supernaturally precocious child.,2023-03-15 21:01:00,en,fef80054a121f531,467,3220,124,False,,False,False,[],[],[],[],reinforcement learning by human feedback is just parenting for a supernaturally precocious child.,97,13,0,0,0,0,2023-03-15,21,Wednesday,3811
1635739459764322330,Caterpillars extract nutrients which are then converted into butterflies. People have extracted billions of nuggets of understanding and GPT-4 is humanity's butterfly.,2023-03-14 20:27:00,en,fef80054a121f531,591,3153,108,False,,False,False,[],[],[],[],caterpillars extract nutrients which are then converted into butterflies. people have extracted billions of nuggets of understanding and gpt-4 is humanity's butterfly.,167,22,0,0,0,0,2023-03-14,20,Tuesday,3852
1625105026333933568,"Nominations for the Royal Society's medals and awards close on Friday 24 February, celebrating outstanding contributions to science from individuals and teams. You don't have to be a Fellow of the Royal Society to nominate or be nominated, find out more: royalsociety.org/grants-sche…",2023-02-13 12:10:00,en,fef80054a121f531,0,100,10,False,,True,False,"[""https://royalsociety.org/grants-schemes-awards/awards/nominations/?utm_source=twitter&utm_medium=social&utm_campaign=rs-social-sciprogs-medals-and-awards-nominations-2023""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FFo2IZGkXoAM8f-j.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","nominations for the royal society's medals and awards close on friday 24 february, celebrating outstanding contributions to science from individuals and teams. you don't have to be a fellow of the royal society to nominate or be nominated, find out more royalsociety.orggrants-sche...",284,42,1,0,0,1,2023-02-13,12,Monday,110
1616154554768162818,A huge amount of practical experience has been distilled into this great guide to tuning deep learning models.,2023-01-19 19:24:00,en,fef80054a121f531,143,851,74,False,,False,True,[],[],[],[],a huge amount of practical experience has been distilled into this great guide to tuning deep learning models.,110,18,0,0,0,0,2023-01-19,19,Thursday,1068
1583498744204361737,Renjie finally got Gaussian-Bernoulli RBMs to work well.,2022-10-21 16:41:00,en,fef80054a121f531,77,599,17,False,,False,True,[],[],[],[],renjie finally got gaussian-bernoulli rbms to work well.,56,8,0,0,0,0,2022-10-21,16,Friday,693
1582170124768792576,AI is eating software. I’ve said this for a while. Why? Traditional software never improves. AI enables ‘smart’ software to learn & improve constantly. The world runs on software and AI is changing everything. Yet few people see or understand the massive AI wave on the horizon.,2022-10-18 00:42:00,en,fef80054a121f531,0,1275,94,False,,True,False,[],[],[],[],ai is eating software. ive said this for a while. why? traditional software never improves. ai enables smart software to learn improve constantly. the world runs on software and ai is changing everything. yet few people see or understand the massive ai wave on the horizon.,273,46,0,0,0,0,2022-10-18,0,Tuesday,1369
1574839268064858148,"Super excited to announce that I will join the ECE department at UCSB @ucsantabarbara as an assistant professor in January, 2023! After three amazing years at @googIeresearch in New York, I will move back to California! Actively looking for students and please get in touch😀!",2022-09-27 19:11:00,en,fef80054a121f531,0,650,53,False,,True,False,[],[],[],[],"super excited to announce that i will join the ece department at ucsb as an assistant professor in january, 2023! after three amazing years at in new york, i will move back to california! actively looking for students and please get in touch!",242,43,0,0,0,0,2022-09-27,19,Tuesday,703
1533908809449627649,"I tried HSBC chat. Here's what they said:
I’ll transfer you to an agent now. It could take up to 6 hours to get connected because our agents are helping other customers like you. Please feel free to log out of Online Banking, and check back later for our response. Thank you.",2022-06-06 20:28:00,en,fef80054a121f531,12,130,12,False,,False,False,[],[],[],[],"i tried hsbc chat. here's what they said ill transfer you to an agent now. it could take up to 6 hours to get connected because our agents are helping other customers like you. please feel free to log out of online banking, and check back later for our response. thank you.",273,52,0,0,0,0,2022-06-06,20,Monday,154
1533906800696770563,Does HSBC UK have any ML people?  HSBC will not comply with my written instructions to transfer money within the UK. Fraud detection says it must be authorized by high value transfers. High value transfers say they cannot authorize it. 7  hours on the phone so far. Help!,2022-06-06 20:20:00,en,fef80054a121f531,34,553,59,False,,False,False,[],[],[],[],does hsbc uk have any ml people? hsbc will not comply with my written instructions to transfer money within the uk. fraud detection says it must be authorized by high value transfers. high value transfers say they cannot authorize it. 7 hours on the phone so far. help!,269,48,0,0,0,0,2022-06-06,20,Monday,646
1469842971721965568,Equivariance rules!,2021-12-12 01:34:00,fr,fef80054a121f531,146,933,17,False,,False,True,[],[],[],[],equivariance rules!,19,2,0,0,0,0,2021-12-12,1,Sunday,1096
1462786695938465795,"Join us at @UofTCompSci! We are now hiring for tenure-stream faculty positions in multiple areas.

We will start reviewing applications on December 6, and we will give full consideration to all applications submitted by January 10.

Get the details: uoft.me/7jH",2021-11-22 14:15:00,en,fef80054a121f531,0,86,4,False,,True,False,"[""https://uoft.me/7jH""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FEph5tKOW4AE9j86.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","join us at ! we are now hiring for tenure-stream faculty positions in multiple areas. we will start reviewing applications on december 6, and we will give full consideration to all applications submitted by january 10. get the details uoft.me7jh",245,40,1,0,0,1,2021-11-22,14,Monday,90
1453903951519125505,"📢📢📢 Have you ever wondered what 'capsules' are in deep learning? For primary capsules, it is actually very very simple, and explained excellently by Weiwei in his upcoming talk at #NeurIPS21, linked below:

piped.video/tUQJV2W7Z8g
canonical-capsules.github.io

Thread 🧵⬇️",2021-10-29 01:58:00,en,fef80054a121f531,0,235,8,False,,True,False,"[""https://piped.video/tUQJV2W7Z8g"", ""https://canonical-capsules.github.io/""]","[""#NeurIPS21""]",[],[],"have you ever wondered what 'capsules' are in deep learning? for primary capsules, it is actually very very simple, and explained excellently by weiwei in his upcoming talk at neurips21, linked below piped.videotuqjv2w7z8g canonical-capsules.github.io thread",258,35,2,1,0,0,2021-10-29,1,Friday,243
1436444569164521476,"Canadian politicians are talking about setting up a Canadian DARPA. Tying precious research dollars to military applications is not an efficient way to innovate and will lead to obscenities like the self-healing minefield. Encourage start-ups, not the military industrial complex.",2021-09-10 21:40:00,en,fef80054a121f531,211,1806,40,False,,False,False,[],[],[],[],"canadian politicians are talking about setting up a canadian darpa. tying precious research dollars to military applications is not an efficient way to innovate and will lead to obscenities like the self-healing minefield. encourage start-ups, not the military industrial complex.",280,40,0,0,0,0,2021-09-10,21,Friday,2057
1408822677545099275,A common argument against taking inspiration from the brain when designing neural networks is that it's like taking inspiration from feathers when designing flying machines.  Drones need blades that will not damage things they hit and can be easily repaired with a quick preen.,2021-06-26 16:21:00,en,fef80054a121f531,141,1057,36,False,,False,False,[],[],[],[],a common argument against taking inspiration from the brain when designing neural networks is that it's like taking inspiration from feathers when designing flying machines. drones need blades that will not damage things they hit and can be easily repaired with a quick preen.,276,44,0,0,0,0,2021-06-26,16,Saturday,1234
1404458382686359558,Canada prides itself on being a more caring society than the US and is publicly apologetic about its past abuses. So why is it ignoring current torture in its prisons? ottawacitizen.com/opinion/do…,2021-06-14 15:19:00,en,fef80054a121f531,29,183,9,False,,False,False,"[""https://ottawacitizen.com/opinion/doob-and-sprott-trudeau-should-not-tolerate-the-torture-of-prisoners-in-canada""]",[],[],[],canada prides itself on being a more caring society than the us and is publicly apologetic about its past abuses. so why is it ignoring current torture in its prisons? ottawacitizen.comopiniondo...,197,31,1,0,0,0,2021-06-14,15,Monday,221
1402300077406928897,I am excited to support @raquelutrasun as she begins her next chapter with @waabi_ai. She has been an AI pioneer for the last 20 years and will bring new thinking to an incredibly important space.,2021-06-08 16:22:00,en,fef80054a121f531,25,495,6,False,,False,False,[],[],[],[],i am excited to support as she begins her next chapter with . she has been an ai pioneer for the last 20 years and will bring new thinking to an incredibly important space.,172,34,0,0,0,0,2021-06-08,16,Tuesday,526
1367542860782825472,"Describe coding in exactly six words.

We’ll RT all the best ones.

From the folks @StackOverflow:

Build. Deploy. Test. Debug. Debug. Debug.

#CodingIn6Words #ThursdayThoughts",2021-03-04 18:30:00,en,fef80054a121f531,0,567,491,False,,True,False,[],"[""#CodingIn6Words"", ""#ThursdayThoughts""]",[],[],describe coding in exactly six words. well rt all the best ones. from the folks build. deploy. test. debug. debug. debug. codingin6words thursdaythoughts,153,23,0,2,0,0,2021-03-04,18,Thursday,1058
1365311399287808002,"I have a new paper on how to represent part-whole hierarchies in neural networks. 

arxiv.org/abs/2102.12627",2021-02-26 14:42:00,en,fef80054a121f531,593,2888,45,False,,False,False,"[""http://arxiv.org/abs/2102.12627""]",[],[],[],i have a new paper on how to represent part-whole hierarchies in neural networks. arxiv.orgabs2102.12627,104,15,1,0,0,0,2021-02-26,14,Friday,3526
1337074521585618944,"Finding the natural parts of an object and their intrinsic coordinate frames without supervision is a crucial step in learning to parse images into part-whole hierarchies. If we start with point clouds, we can do it!",2020-12-10 16:39:00,en,fef80054a121f531,176,939,10,False,,False,True,[],[],[],[],"finding the natural parts of an object and their intrinsic coordinate frames without supervision is a crucial step in learning to parse images into part-whole hierarchies. if we start with point clouds, we can do it!",216,36,0,0,0,0,2020-12-10,16,Thursday,1125
1333474402235609088,"Our new paper '𝐔𝐧𝐬𝐮𝐩𝐞𝐫𝐯𝐢𝐬𝐞𝐝 𝐩𝐚𝐫𝐭 𝐫𝐞𝐩𝐫𝐞𝐬𝐞𝐧𝐭𝐚𝐭𝐢𝐨𝐧 𝐛𝐲 𝐅𝐥𝐨𝐰 𝐂𝐚𝐩𝐬𝐮𝐥𝐞𝐬' is out arxiv.org/abs/2011.13920

TL;DR: are newborns exposed to 14 million (i.e. ImageNet) labeled images? No! They learn by observing motion... in an unsupervised fashion",2020-11-30 18:14:00,en,fef80054a121f531,0,340,6,False,,True,False,"[""https://arxiv.org/abs/2011.13920""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FEoFzYb6UwAA89gp.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]",our new paper 'unsupervised part representation by flow capsules' is out arxiv.orgabs2011.13920 tldr are newborns exposed to 14 million i.e. imagenet labeled images? no! they learn by observing motion... in an unsupervised fashion,230,33,1,0,0,1,2020-11-30,18,Monday,346
1304431040728096770,"Read my latest #research on #MachineLearning applied to #DrugSideEffectsPrediction, published with @SpringerNature in @NatureComms together with my brilliant PhD student @diegogaleano05 and 
@shantaolee and @MarkGerstein
nature.com/articles/s41467-0…",2020-09-11 14:46:00,en,fef80054a121f531,0,223,7,False,,True,False,"[""https://www.nature.com/articles/s41467-020-18305-y""]","[""#research"", ""#MachineLearning"", ""#DrugSideEffectsPrediction""]",[],[],"read my latest research on machinelearning applied to drugsideeffectsprediction, published with in together with my brilliant phd student and and nature.comarticless41467-0...",175,21,1,3,0,0,2020-09-11,14,Friday,230
1296599857638125568,"My wonderful former graduate student, Roland Memisevic, used neural networks to make a great fitness app:

cnbc.com/2020/08/20/twentybn…",2020-08-21 00:07:00,en,fef80054a121f531,81,588,10,False,,False,False,"[""https://www.cnbc.com/2020/08/20/twentybn-ally-microsoft-apple-amazon.html""]",[],[],[],"my wonderful former graduate student, roland memisevic, used neural networks to make a great fitness app cnbc.com20200820twentybn...",132,17,1,0,0,0,2020-08-21,0,Friday,679
1296466812696240131,"Source code and full talk for 𝗡𝗔𝗦𝗔: 𝗡𝗲𝘂𝗿𝗮𝗹 𝗔𝗿𝘁𝗶𝗰𝘂𝗹𝗮𝘁𝗲𝗱 𝗦𝗵𝗮𝗽𝗲 𝗔𝗽𝗽𝗿𝗼𝘅𝗶𝗺𝗮𝘁𝗶𝗼𝗻 is now available – links 👇👇

Talk @ #ECCV2020 → piped.video/-6e_46VuH8U
Project page → nasa-eccv20.github.io
Source code → github.com/tensorflow/graphi…",2020-08-20 15:19:00,en,fef80054a121f531,0,133,2,False,,True,False,"[""https://piped.video/-6e_46VuH8U"", ""http://nasa-eccv20.github.io/"", ""https://github.com/tensorflow/graphics/tree/master/tensorflow_graphics/projects/nasa""]","[""#ECCV2020""]",[],[],source code and full talk for nasa neural articulated shape approximation is now available links talk eccv2020 piped.video-6e46vuh8u project page nasa-eccv20.github.io source code github.comtensorflowgraphi...,209,24,3,1,0,0,2020-08-20,15,Thursday,135
1286006705722200064,"Do you like implicit functions to model 3D geometry?
We show that 'Neural Articulated Shape Approximation' improves the approximation power by over 50% ABSOLUTE!!

Fast-forward of our #ECCV paper, full talk, additional material, and code comings soon.

arxiv.org/abs/1912.03207",2020-07-22 18:34:00,en,fef80054a121f531,0,259,3,False,,True,False,"[""https://arxiv.org/abs/1912.03207""]","[""#ECCV""]",[],[],"do you like implicit functions to model 3d geometry? we show that 'neural articulated shape approximation' improves the approximation power by over 50 absolute!! fast-forward of our eccv paper, full talk, additional material, and code comings soon. arxiv.orgabs1912.03207",271,38,1,1,0,0,2020-07-22,18,Wednesday,262
1273686900285603843,"A non-linearity that works much better than ReLUs. The work described in this video might also be relevant to understanding grid cells.
piped.video/watch?v=Q2fLWGBe…",2020-06-18 18:39:00,en,fef80054a121f531,702,2718,42,False,,False,False,"[""https://piped.video/watch?v=Q2fLWGBeaiI&feature=piped.video""]",[],[],[],a non-linearity that works much better than relus. the work described in this video might also be relevant to understanding grid cells. piped.videowatch?vq2flwgbe...,165,23,1,0,0,0,2020-06-18,18,Thursday,3462
1273328639673806851,"I thought I had a very good idea about perceptual learning and accepted several invitations to give talks about it next week.  But I have just discovered a fatal flaw in the idea, so I am cancelling all those talks. I apologize.",2020-06-17 18:56:00,en,fef80054a121f531,393,5873,113,False,,False,False,[],[],[],[],"i thought i had a very good idea about perceptual learning and accepted several invitations to give talks about it next week. but i have just discovered a fatal flaw in the idea, so i am cancelling all those talks. i apologize.",227,42,0,0,0,0,2020-06-17,18,Wednesday,6379
1270814602931187715,"Extrapolating the spectacular performance of GPT3 into the future suggests that the answer to life, the universe and everything is just 4.398 trillion parameters.",2020-06-10 20:26:00,en,fef80054a121f531,645,3770,64,False,,False,False,[],[],[],[],"extrapolating the spectacular performance of gpt3 into the future suggests that the answer to life, the universe and everything is just 4.398 trillion parameters.",162,24,0,0,0,0,2020-06-10,20,Wednesday,4479
